instance,estimated probability of purchase,Threshold1,Threshold2,purchased
17778,0.072032806,0,1,0
17779,0.033586633,0,0,1
17780,0.044818397,0,0,0
17781,0.07622528,0,1,0
17782,0.061492121,0,1,0
17783,0.069658789,0,1,0
17784,0.04977946,0,0,0
17785,0.069075211,0,1,0
17786,0.037739865,0,0,0
17787,0.058890952,0,1,0
17788,0.05084098,0,1,0
17789,0.04457109,0,0,0
17790,0.022027957,0,0,0
17791,0.074424973,0,1,0
17792,0.040352277,0,0,0
17793,0.049395568,0,0,0
17794,0.063951162,0,1,0
17795,0.050425911,0,1,0
17796,0.067794797,0,1,0
17797,0.079123165,0,1,0
17798,0.053959928,0,1,0
17799,0.05266891,0,1,0
17800,0.051120535,0,1,1
17801,0.064812777,0,1,0
17802,0.051052393,0,1,0
17803,0.030088414,0,0,1
17804,0.060029068,0,1,0
17805,0.045255751,0,0,0
17806,0.047719202,0,0,0
17807,0.059959459,0,1,0
17808,0.042897898,0,0,0
17809,0.056049994,0,1,1
17810,0.044589323,0,0,0
17811,0.048212109,0,0,0
17812,0.024109078,0,0,0
17813,0.04198576,0,0,0
17814,0.052443873,0,1,0
17815,0.0475804,0,0,0
17816,0.023474703,0,0,0
17817,0.052771149,0,1,0
17818,0.05119194,0,1,0
17819,0.065191968,0,1,0
17820,0.04831864,0,0,0
17821,0.038008635,0,0,0
17822,0.061070757,0,1,0
17823,0.046951831,0,0,0
17824,0.048173946,0,0,0
17825,0.04339556,0,0,0
17826,0.046713307,0,0,0
17827,0.074428301,0,1,0
17828,0.044327103,0,0,0
17829,0.052485214,0,1,0
17830,0.044823926,0,0,0
17831,0.039801336,0,0,0
17832,0.051554078,0,1,0
17833,0.053378299,0,1,1
17834,0.077947449,0,1,0
17835,0.056531672,0,1,0
17836,0.062255459,0,1,0
17837,0.039066271,0,0,0
17838,0.037718869,0,0,0
17839,0.038696098,0,0,0
17840,0.05550669,0,1,0
17841,0.056459856,0,1,0
17842,0.037319032,0,0,0
17843,0.066973301,0,1,0
17844,0.048684949,0,0,0
17845,0.038706855,0,0,0
17846,0.043010738,0,0,0
17847,0.069974238,0,1,0
17848,0.058621865,0,1,0
17849,0.045335497,0,0,0
17850,0.051932343,0,1,0
17851,0.064635077,0,1,0
17852,0.069508762,0,1,0
17853,0.054478831,0,1,0
17854,0.053533256,0,1,0
17855,0.061445994,0,1,0
17856,0.041622104,0,0,0
17857,0.037746018,0,0,0
17858,0.052495114,0,1,1
17859,0.074837913,0,1,0
17860,0.041666424,0,0,0
17861,0.05474107,0,1,0
17862,0.049512056,0,0,1
17863,0.043383277,0,0,0
17864,0.065815543,0,1,0
17865,0.039581426,0,0,0
17866,0.069447955,0,1,0
17867,0.078376664,0,1,0
17868,0.043209315,0,0,0
17869,0.046306188,0,0,0
17870,0.068377183,0,1,0
17871,0.050757872,0,1,0
17872,0.044646266,0,0,0
17873,0.05174092,0,1,0
17874,0.04871253,0,0,0
17875,0.042855339,0,0,0
17876,0.060387269,0,1,0
17877,0.055191167,0,1,0
17878,0.006646827,0,0,1
17879,0.025353329,0,0,0
17880,0.045272418,0,0,0
17881,0.065494356,0,1,0
17882,0.037568355,0,0,0
17883,0.053969712,0,1,0
17884,0.040327641,0,0,0
17885,0.045952319,0,0,0
17886,0.048818536,0,0,0
17887,0.047065795,0,0,0
17888,0.049237245,0,0,0
17889,0.048796351,0,0,0
17890,0.046958498,0,0,0
17891,0.056467334,0,1,0
17892,0.06718814,0,1,0
17893,0.035783133,0,0,1
17894,0.042885182,0,0,0
17895,0.05357219,0,1,0
17896,0.047006492,0,0,0
17897,0.045569559,0,0,0
17898,0.05556409,0,1,0
17899,0.043925229,0,0,0
17900,0.04772667,0,0,0
17901,0.04997227,0,0,0
17902,0.047276432,0,0,0
17903,0.031528927,0,0,0
17904,0.022264465,0,0,0
17905,0.054231496,0,1,0
17906,0.043166838,0,0,0
17907,0.047643901,0,0,0
17908,0.048109398,0,0,0
17909,0.033596147,0,0,0
17910,0.05580823,0,1,0
17911,0.052644829,0,1,0
17912,0.058118711,0,1,0
17913,0.030734481,0,0,0
17914,0.052201565,0,1,0
17915,0.038706855,0,0,0
17916,0.061729827,0,1,0
17917,0.055686888,0,1,0
17918,0.04936844,0,0,0
17919,0.041637408,0,0,0
17920,0.039197989,0,0,0
17921,0.034209847,0,0,0
17922,0.040241716,0,0,0
17923,0.054682558,0,1,1
17924,0.068356091,0,1,0
17925,0.076126553,0,1,0
17926,0.072326795,0,1,0
17927,0.033874277,0,0,0
17928,0.070792298,0,1,0
17929,0.063202868,0,1,1
17930,0.040631278,0,0,0
17931,0.046782537,0,0,0
17932,0.033817802,0,0,0
17933,0.033846028,0,0,0
17934,0.037269405,0,0,0
17935,0.032755398,0,0,0
17936,0.04640625,0,0,0
17937,0.038008635,0,0,0
17938,0.043518354,0,0,0
17939,0.051936924,0,1,0
17940,0.061338067,0,1,0
17941,0.043898656,0,0,0
17942,0.043335318,0,0,0
17943,0.021328121,0,0,0
17944,0.050597354,0,1,0
17945,0.045708225,0,0,0
17946,0.044533142,0,0,0
17947,0.045465944,0,0,1
17948,0.083530101,0,1,0
17949,0.070795371,0,1,0
17950,0.051623407,0,1,1
17951,0.039741244,0,0,0
17952,0.055643752,0,1,0
17953,0.054240199,0,1,0
17954,0.05643572,0,1,0
17955,0.080838289,0,1,0
17956,0.052205783,0,1,0
17957,0.075294537,0,1,0
17958,0.044712309,0,0,0
17959,0.050455913,0,1,0
17960,0.061856624,0,1,0
17961,0.042688497,0,0,0
17962,0.04352891,0,0,0
17963,0.046169429,0,0,0
17964,0.018831331,0,0,0
17965,0.02739089,0,0,0
17966,0.047424497,0,0,0
17967,0.064833046,0,1,0
17968,0.050991013,0,1,0
17969,0.048393083,0,0,0
17970,0.058865707,0,1,1
17971,0.068327972,0,1,0
17972,0.056317678,0,1,0
17973,0.050088211,0,1,0
17974,0.056286129,0,1,0
17975,0.060315624,0,1,0
17976,0.050302525,0,1,0
17977,0.046443651,0,0,0
17978,0.072477822,0,1,0
17979,0.060122218,0,1,0
17980,0.058326744,0,1,0
17981,0.051153045,0,1,1
17982,0.037563431,0,0,0
17983,0.07899983,0,1,0
17984,0.058297092,0,1,0
17985,0.056814188,0,1,0
17986,0.041426285,0,0,0
17987,0.061887643,0,1,0
17988,0.039038836,0,0,1
17989,0.042245904,0,0,0
17990,0.04352565,0,0,0
17991,0.033707733,0,0,0
17992,0.064331317,0,1,0
17993,0.057635007,0,1,0
17994,0.033824336,0,0,1
17995,0.052988911,0,1,0
17996,0.063254373,0,1,0
17997,0.050564166,0,1,0
17998,0.066779117,0,1,0
17999,0.035688745,0,0,0
18000,0.060896014,0,1,0
18001,0.057099617,0,1,0
18002,0.037047957,0,0,0
18003,0.033279271,0,0,0
18004,0.071795231,0,1,0
18005,0.037060104,0,0,0
18006,0.036648088,0,0,1
18007,0.044170063,0,0,0
18008,0.067625809,0,1,0
18009,0.017184212,0,0,0
18010,0.067632057,0,1,0
18011,0.048433839,0,0,0
18012,0.060324711,0,1,0
18013,0.05061777,0,1,0
18014,0.04509953,0,0,0
18015,0.035820095,0,0,0
18016,0.025441637,0,0,0
18017,0.04529258,0,0,0
18018,0.051664051,0,1,0
18019,0.046489138,0,0,0
18020,0.060343149,0,1,0
18021,0.056239843,0,1,0
18022,0.059694274,0,1,1
18023,0.047533053,0,0,0
18024,0.060585394,0,1,0
18025,0.05085826,0,1,0
18026,0.050409324,0,1,0
18027,0.040879959,0,0,1
18028,0.047862607,0,0,0
18029,0.034363794,0,0,0
18030,0.043323316,0,0,0
18031,0.057732282,0,1,0
18032,0.033845899,0,0,0
18033,0.054747087,0,1,0
18034,0.044178228,0,0,0
18035,0.076040765,0,1,0
18036,0.055488252,0,1,0
18037,0.041531169,0,0,0
18038,0.059708611,0,1,0
18039,0.042853262,0,0,0
18040,0.043784722,0,0,0
18041,0.039628665,0,0,0
18042,0.03794682,0,0,0
18043,0.03486479,0,0,0
18044,0.040689653,0,0,0
18045,0.060659231,0,1,0
18046,0.065671474,0,1,0
18047,0.053310542,0,1,1
18048,0.046215569,0,0,0
18049,0.033218101,0,0,0
18050,0.066550101,0,1,0
18051,0.033596147,0,0,0
18052,0.063885477,0,1,0
18053,0.037329422,0,0,0
18054,0.050686068,0,1,0
18055,0.038326484,0,0,0
18056,0.041788742,0,0,0
18057,0.048170116,0,0,0
18058,0.044262315,0,0,0
18059,0.053185549,0,1,0
18060,0.049941145,0,0,0
18061,0.048059513,0,0,0
18062,0.051192702,0,1,0
18063,0.044661231,0,0,0
18064,0.037729222,0,0,0
18065,0.049341013,0,0,0
18066,0.034468214,0,0,0
18067,0.043422608,0,0,0
18068,0.049344584,0,0,0
18069,0.04538037,0,0,0
18070,0.070850458,0,1,1
18071,0.034499273,0,0,0
18072,0.059861556,0,1,0
18073,0.042753456,0,0,1
18074,0.0742411,0,1,0
18075,0.046341429,0,0,0
18076,0.045391287,0,0,0
18077,0.033378047,0,0,0
18078,0.060872026,0,1,0
18079,0.038660823,0,0,0
18080,0.033248028,0,0,0
18081,0.018738514,0,0,0
18082,0.046639558,0,0,0
18083,0.03317427,0,0,0
18084,0.061357098,0,1,0
18085,0.056580607,0,1,0
18086,0.051196229,0,1,0
18087,0.053852129,0,1,0
18088,0.034800808,0,0,0
18089,0.046144224,0,0,0
18090,0.052968601,0,1,0
18091,0.043154463,0,0,0
18092,0.070557186,0,1,0
18093,0.077381085,0,1,0
18094,0.040889255,0,0,0
18095,0.081464859,0,1,1
18096,0.037448798,0,0,1
18097,0.041729261,0,0,0
18098,0.034812331,0,0,0
18099,0.059705641,0,1,0
18100,0.046737479,0,0,0
18101,0.045081294,0,0,0
18102,0.043452415,0,0,0
18103,0.076756905,0,1,0
18104,0.068645189,0,1,0
18105,0.041741658,0,0,0
18106,0.053994634,0,1,0
18107,0.040173617,0,0,0
18108,0.070881598,0,1,0
18109,0.056483599,0,1,0
18110,0.046471206,0,0,0
18111,0.046271626,0,0,0
18112,0.07145981,0,1,0
18113,0.052749627,0,1,0
18114,0.052681917,0,1,0
18115,0.07108411,0,1,0
18116,0.051200807,0,1,0
18117,0.05047699,0,1,0
18118,0.040384891,0,0,0
18119,0.075043954,0,1,0
18120,0.065873745,0,1,0
18121,0.062474229,0,1,1
18122,0.051781896,0,1,0
18123,0.061193466,0,1,0
18124,0.067414066,0,1,0
18125,0.036827934,0,0,0
18126,0.038674751,0,0,0
18127,0.045452433,0,0,0
18128,0.021862782,0,0,0
18129,0.008035901,0,0,0
18130,0.056134239,0,1,0
18131,0.049021041,0,0,0
18132,0.051485986,0,1,0
18133,0.052223734,0,1,0
18134,0.05723094,0,1,0
18135,0.048837887,0,0,0
18136,0.035174516,0,0,0
18137,0.045341902,0,0,0
18138,0.063756148,0,1,0
18139,0.056270513,0,1,0
18140,0.063033273,0,1,0
18141,0.04646616,0,0,0
18142,0.050957624,0,1,0
18143,0.052189911,0,1,0
18144,0.059900667,0,1,0
18145,0.051571551,0,1,0
18146,0.076892783,0,1,0
18147,0.042387613,0,0,0
18148,0.049844061,0,0,0
18149,0.055788761,0,1,0
18150,0.063670629,0,1,0
18151,0.055700549,0,1,0
18152,0.054702352,0,1,0
18153,0.064898164,0,1,0
18154,0.058880165,0,1,0
18155,0.040362052,0,0,0
18156,0.051215213,0,1,0
18157,0.058183964,0,1,0
18158,0.05542355,0,1,0
18159,0.053708485,0,1,0
18160,0.051976535,0,1,0
18161,0.035426097,0,0,0
18162,0.062739283,0,1,0
18163,0.072527026,0,1,0
18164,0.067839081,0,1,0
18165,0.042055591,0,0,0
18166,0.050713871,0,1,0
18167,0.056250824,0,1,1
18168,0.037595652,0,0,0
18169,0.037598008,0,0,0
18170,0.050732492,0,1,0
18171,0.063698925,0,1,0
18172,0.054922553,0,1,0
18173,0.048919368,0,0,0
18174,0.066848269,0,1,0
18175,0.057809207,0,1,0
18176,0.058864326,0,1,0
18177,0.073784085,0,1,0
18178,0.026422981,0,0,0
18179,0.037442646,0,0,0
18180,0.054336243,0,1,0
18181,0.054056587,0,1,0
18182,0.048149852,0,0,0
18183,0.071557614,0,1,0
18184,0.046154344,0,0,0
18185,0.052351492,0,1,0
18186,0.044231636,0,0,0
18187,0.06376269,0,1,0
18188,0.047380853,0,0,0
18189,0.04286704,0,0,1
18190,0.037047957,0,0,0
18191,0.062880597,0,1,0
18192,0.03711447,0,0,0
18193,0.044243294,0,0,0
18194,0.058428187,0,1,0
18195,0.04304192,0,0,0
18196,0.058664773,0,1,0
18197,0.041696504,0,0,0
18198,0.04716244,0,0,0
18199,0.075380058,0,1,0
18200,0.073033032,0,1,0
18201,0.053641889,0,1,0
18202,0.068405512,0,1,0
18203,0.049317792,0,0,0
18204,0.056506435,0,1,0
18205,0.055215655,0,1,0
18206,0.053737828,0,1,0
18207,0.037538907,0,0,0
18208,0.042688175,0,0,0
18209,0.048143153,0,0,0
18210,0.04554034,0,0,0
18211,0.059244809,0,1,0
18212,0.053380712,0,1,0
18213,0.055861073,0,1,0
18214,0.059987474,0,1,0
18215,0.033332666,0,0,0
18216,0.056193814,0,1,0
18217,0.050433203,0,1,0
18218,0.052507384,0,1,0
18219,0.05390057,0,1,0
18220,0.074056045,0,1,0
18221,0.030199094,0,0,0
18222,0.038019209,0,0,0
18223,0.039955425,0,0,0
18224,0.048531103,0,0,0
18225,0.034742674,0,0,0
18226,0.042688336,0,0,0
18227,0.055732641,0,1,0
18228,0.058461942,0,1,0
18229,0.049285254,0,0,0
18230,0.061173643,0,1,0
18231,0.050751513,0,1,0
18232,0.045245744,0,0,0
18233,0.06420862,0,1,0
18234,0.054811629,0,1,0
18235,0.046511262,0,0,0
18236,0.03893854,0,0,0
18237,0.060841489,0,1,0
18238,0.04575924,0,0,0
18239,0.048493134,0,0,0
18240,0.07060132,0,1,0
18241,0.043515017,0,0,0
18242,0.063930654,0,1,0
18243,0.051577256,0,1,0
18244,0.051911152,0,1,0
18245,0.054057233,0,1,0
18246,0.057883562,0,1,0
18247,0.038314105,0,0,0
18248,0.04117035,0,0,0
18249,0.060015931,0,1,0
18250,0.046653608,0,0,0
18251,0.076878058,0,1,0
18252,0.066076018,0,1,0
18253,0.051766077,0,1,0
18254,0.061817313,0,1,0
18255,0.041238135,0,0,0
18256,0.043875866,0,0,0
18257,0.068900743,0,1,0
18258,0.06711478,0,1,0
18259,0.064315784,0,1,0
18260,0.072700695,0,1,0
18261,0.056392341,0,1,0
18262,0.046070865,0,0,0
18263,0.055723135,0,1,0
18264,0.05404537,0,1,0
18265,0.043468396,0,0,0
18266,0.053390978,0,1,0
18267,0.058068778,0,1,0
18268,0.041666266,0,0,0
18269,0.043374151,0,0,0
18270,0.043058208,0,0,0
18271,0.044939921,0,0,0
18272,0.057518962,0,1,0
18273,0.058019603,0,1,0
18274,0.037937681,0,0,0
18275,0.065694543,0,1,0
18276,0.06803269,0,1,0
18277,0.042581488,0,0,0
18278,0.069067319,0,1,0
18279,0.060239198,0,1,0
18280,0.066452799,0,1,0
18281,0.052485634,0,1,0
18282,0.058164806,0,1,0
18283,0.052225609,0,1,0
18284,0.038468861,0,0,0
18285,0.039099033,0,0,0
18286,0.043516174,0,0,0
18287,0.053975712,0,1,0
18288,0.052745377,0,1,0
18289,0.052676415,0,1,0
18290,0.048432303,0,0,0
18291,0.025982894,0,0,0
18292,0.057900175,0,1,0
18293,0.033726679,0,0,0
18294,0.055913548,0,1,0
18295,0.042139458,0,0,0
18296,0.055648853,0,1,0
18297,0.048393986,0,0,0
18298,0.043843367,0,0,0
18299,0.039021945,0,0,0
18300,0.076937938,0,1,0
18301,0.052103368,0,1,0
18302,0.070386037,0,1,0
18303,0.055932915,0,1,0
18304,0.042816094,0,0,0
18305,0.049316154,0,0,0
18306,0.052555797,0,1,0
18307,0.082515543,0,1,0
18308,0.061293222,0,1,0
18309,0.070500839,0,1,0
18310,0.047045693,0,0,0
18311,0.046261789,0,0,0
18312,0.042034317,0,0,0
18313,0.044589382,0,0,0
18314,0.031960235,0,0,0
18315,0.036875773,0,0,0
18316,0.047205865,0,0,0
18317,0.061684065,0,1,0
18318,0.048692791,0,0,0
18319,0.035854288,0,0,0
18320,0.047842292,0,0,0
18321,0.052745529,0,1,0
18322,0.050240733,0,1,0
18323,0.057950087,0,1,0
18324,0.043293268,0,0,0
18325,0.034316113,0,0,0
18326,0.04352881,0,0,0
18327,0.006510913,0,0,0
18328,0.045628176,0,0,0
18329,0.050418684,0,1,0
18330,0.057313584,0,1,0
18331,0.018669028,0,0,0
18332,0.062188694,0,1,1
18333,0.069071358,0,1,0
18334,0.072071006,0,1,0
18335,0.065136667,0,1,0
18336,0.070000944,0,1,0
18337,0.070722591,0,1,0
18338,0.05407732,0,1,0
18339,0.049720999,0,0,1
18340,0.051631065,0,1,0
18341,0.033464092,0,0,0
18342,0.047418855,0,0,0
18343,0.066922209,0,1,0
18344,0.062202317,0,1,0
18345,0.049538105,0,0,0
18346,0.054250205,0,1,0
18347,0.06025603,0,1,0
18348,0.047208757,0,0,0
18349,0.041928984,0,0,0
18350,0.070879256,0,1,0
18351,0.041361987,0,0,0
18352,0.019485768,0,0,0
18353,0.046119808,0,0,0
18354,0.041341249,0,0,0
18355,0.065567132,0,1,0
18356,0.058444681,0,1,0
18357,0.058196354,0,1,0
18358,0.037739626,0,0,0
18359,0.044256145,0,0,0
18360,0.04496282,0,0,0
18361,0.044702979,0,0,0
18362,0.060430403,0,1,1
18363,0.042902322,0,0,0
18364,0.079751771,0,1,0
18365,0.042234366,0,0,0
18366,0.047387476,0,0,0
18367,0.05299856,0,1,0
18368,0.034470521,0,0,0
18369,0.048127188,0,0,0
18370,0.07579224,0,1,0
18371,0.056322645,0,1,1
18372,0.041626029,0,0,0
18373,0.047368959,0,0,0
18374,0.036727387,0,0,0
18375,0.040008646,0,0,0
18376,0.039538126,0,0,1
18377,0.023857008,0,0,0
18378,0.049812318,0,0,0
18379,0.054268692,0,1,0
18380,0.073161503,0,1,0
18381,0.045843794,0,0,0
18382,0.044179965,0,0,0
18383,0.059379939,0,1,0
18384,0.034790274,0,0,0
18385,0.044122939,0,0,0
18386,0.034296422,0,0,0
18387,0.071746399,0,1,0
18388,0.060326186,0,1,0
18389,0.058473965,0,1,0
18390,0.047224062,0,0,1
18391,0.055003574,0,1,0
18392,0.050780436,0,1,1
18393,0.036059072,0,0,0
18394,0.047696126,0,0,0
18395,0.060457939,0,1,0
18396,0.065493911,0,1,0
18397,0.070816789,0,1,0
18398,0.057525473,0,1,1
18399,0.041825749,0,0,0
18400,0.07249983,0,1,0
18401,0.044193187,0,0,0
18402,0.061491955,0,1,0
18403,0.041788584,0,0,0
18404,0.042696025,0,0,0
18405,0.043616854,0,0,0
18406,0.042723639,0,0,0
18407,0.04815111,0,0,0
18408,0.056399126,0,1,0
18409,0.04592594,0,0,0
18410,0.04251641,0,0,0
18411,0.040447354,0,0,0
18412,0.057943962,0,1,0
18413,0.04601117,0,0,0
18414,0.050142813,0,1,0
18415,0.05447515,0,1,0
18416,0.050646738,0,1,0
18417,0.050258972,0,1,0
18418,0.048548189,0,0,0
18419,0.053685523,0,1,0
18420,0.070306879,0,1,0
18421,0.038008635,0,0,0
18422,0.064879056,0,1,0
18423,0.033958906,0,0,0
18424,0.077464007,0,1,0
18425,0.051588357,0,1,0
18426,0.033107933,0,0,0
18427,0.049247614,0,0,0
18428,0.05585933,0,1,0
18429,0.033000899,0,0,0
18430,0.050838554,0,1,0
18431,0.065646408,0,1,0
18432,0.034723285,0,0,0
18433,0.084860312,0,1,0
18434,0.04946689,0,0,0
18435,0.04857301,0,0,0
18436,0.057469043,0,1,0
18437,0.047284277,0,0,0
18438,0.056973718,0,1,0
18439,0.05726657,0,1,0
18440,0.043608181,0,0,0
18441,0.077670167,0,1,0
18442,0.060106934,0,1,0
18443,0.056178032,0,1,0
18444,0.05975726,0,1,0
18445,0.047474598,0,0,0
18446,0.042399351,0,0,0
18447,0.040168908,0,0,0
18448,0.058558319,0,1,0
18449,0.048816458,0,0,0
18450,0.050095794,0,1,0
18451,0.043178552,0,0,1
18452,0.034736686,0,0,0
18453,0.07458334,0,1,0
18454,0.056164723,0,1,0
18455,0.071793252,0,1,0
18456,0.052449113,0,1,0
18457,0.075304655,0,1,0
18458,0.048625365,0,0,0
18459,0.033874277,0,0,0
18460,0.050209844,0,1,0
18461,0.071171502,0,1,0
18462,0.043250667,0,0,0
18463,0.038707002,0,0,0
18464,0.058906641,0,1,0
18465,0.056809146,0,1,0
18466,0.043213263,0,0,0
18467,0.054771949,0,1,0
18468,0.044246093,0,0,0
18469,0.048713908,0,0,0
18470,0.067345434,0,1,0
18471,0.052543504,0,1,0
18472,0.062033603,0,1,0
18473,0.052142632,0,1,0
18474,0.049025016,0,0,0
18475,0.061238443,0,1,0
18476,0.046715529,0,0,0
18477,0.018998718,0,0,0
18478,0.050109781,0,1,0
18479,0.069782103,0,1,0
18480,0.051760385,0,1,0
18481,0.064696781,0,1,0
18482,0.05338009,0,1,0
18483,0.04424707,0,0,0
18484,0.050872252,0,1,0
18485,0.060664325,0,1,0
18486,0.059485157,0,1,0
18487,0.057758041,0,1,0
18488,0.069301613,0,1,0
18489,0.072274899,0,1,0
18490,0.061062409,0,1,0
18491,0.041940601,0,0,0
18492,0.051389938,0,1,0
18493,0.053577283,0,1,0
18494,0.032232658,0,0,0
18495,0.041285119,0,0,0
18496,0.083105362,0,1,0
18497,0.076551888,0,1,0
18498,0.046389408,0,0,0
18499,0.052448791,0,1,0
18500,0.05140763,0,1,0
18501,0.036199428,0,0,0
18502,0.040267673,0,0,1
18503,0.072183161,0,1,0
18504,0.063491957,0,1,0
18505,0.042707845,0,0,0
18506,0.049639858,0,0,0
18507,0.05853479,0,1,0
18508,0.063706893,0,1,0
18509,0.046450198,0,0,0
18510,0.052567244,0,1,0
18511,0.060478816,0,1,0
18512,0.049289174,0,0,0
18513,0.049870345,0,0,0
18514,0.042399351,0,0,0
18515,0.058664954,0,1,0
18516,0.040033427,0,0,0
18517,0.048961015,0,0,1
18518,0.039196736,0,0,0
18519,0.072324215,0,1,0
18520,0.048216174,0,0,0
18521,0.048081293,0,0,0
18522,0.04286704,0,0,0
18523,0.058281477,0,1,0
18524,0.026460724,0,0,0
18525,0.043541125,0,0,0
18526,0.052337634,0,1,0
18527,0.056979605,0,1,0
18528,0.053303233,0,1,0
18529,0.075116553,0,1,0
18530,0.057101035,0,1,0
18531,0.047690281,0,0,0
18532,0.0338334,0,0,0
18533,0.038577102,0,0,0
18534,0.040987739,0,0,0
18535,0.045798927,0,0,0
18536,0.060603556,0,1,1
18537,0.05803005,0,1,0
18538,0.07509996,0,1,0
18539,0.057614651,0,1,0
18540,0.042711976,0,0,0
18541,0.051484467,0,1,0
18542,0.043528628,0,0,0
18543,0.059872501,0,1,0
18544,0.056362904,0,1,1
18545,0.043305882,0,0,0
18546,0.046454446,0,0,0
18547,0.07019803,0,1,0
18548,0.044492404,0,0,0
18549,0.049238335,0,0,0
18550,0.047141897,0,0,0
18551,0.071981543,0,1,0
18552,0.038555952,0,0,0
18553,0.042553492,0,0,0
18554,0.030642172,0,0,0
18555,0.049121208,0,0,0
18556,0.049691235,0,0,0
18557,0.056902326,0,1,0
18558,0.05357748,0,1,0
18559,0.052523489,0,1,0
18560,0.055558044,0,1,0
18561,0.042700315,0,0,0
18562,0.057064456,0,1,0
18563,0.073986193,0,1,0
18564,0.040095991,0,0,0
18565,0.03982911,0,0,0
18566,0.044425073,0,0,0
18567,0.066165748,0,1,0
18568,0.050345883,0,1,0
18569,0.056381525,0,1,0
18570,0.043923543,0,0,0
18571,0.058410938,0,1,0
18572,0.047742946,0,0,0
18573,0.055047449,0,1,0
18574,0.055441585,0,1,0
18575,0.054174962,0,1,0
18576,0.037987927,0,0,0
18577,0.071710017,0,1,0
18578,0.047921142,0,0,0
18579,0.078310456,0,1,0
18580,0.049795435,0,0,0
18581,0.041788763,0,0,0
18582,0.041669654,0,0,0
18583,0.05822786,0,1,0
18584,0.048061238,0,0,0
18585,0.046005693,0,0,0
18586,0.04309296,0,0,0
18587,0.039457217,0,0,0
18588,0.042571783,0,0,0
18589,0.054918523,0,1,0
18590,0.042699993,0,0,0
18591,0.030886582,0,0,0
18592,0.067944262,0,1,0
18593,0.050097326,0,1,0
18594,0.063501086,0,1,0
18595,0.066157851,0,1,0
18596,0.049062029,0,0,0
18597,0.033386894,0,0,0
18598,0.044623362,0,0,0
18599,0.059284077,0,1,0
18600,0.056857382,0,1,0
18601,0.061008492,0,1,0
18602,0.040406585,0,0,0
18603,0.025389586,0,0,0
18604,0.060220682,0,1,0
18605,0.029848914,0,0,0
18606,0.053319051,0,1,0
18607,0.040769864,0,0,0
18608,0.044528113,0,0,0
18609,0.061833185,0,1,0
18610,0.032977731,0,0,0
18611,0.064863853,0,1,0
18612,0.048560405,0,0,0
18613,0.070460538,0,1,0
18614,0.048396091,0,0,0
18615,0.052104216,0,1,0
18616,0.050313043,0,1,0
18617,0.064421672,0,1,0
18618,0.056287972,0,1,0
18619,0.050919147,0,1,0
18620,0.053382373,0,1,0
18621,0.048117276,0,0,0
18622,0.052278034,0,1,0
18623,0.044093081,0,0,0
18624,0.048306532,0,0,0
18625,0.038318413,0,0,0
18626,0.039324156,0,0,0
18627,0.043541588,0,0,0
18628,0.034460899,0,0,0
18629,0.059068791,0,1,0
18630,0.05559191,0,1,0
18631,0.066293303,0,1,0
18632,0.033341857,0,0,0
18633,0.04478404,0,0,1
18634,0.070099333,0,1,0
18635,0.057703451,0,1,0
18636,0.005798066,0,0,0
18637,0.050972686,0,1,0
18638,0.064627782,0,1,0
18639,0.058926071,0,1,0
18640,0.031836001,0,0,0
18641,0.033962311,0,0,0
18642,0.028703695,0,0,0
18643,0.042553331,0,0,0
18644,0.042023891,0,0,0
18645,0.039000412,0,0,0
18646,0.048502848,0,0,0
18647,0.034290762,0,0,0
18648,0.065107594,0,1,0
18649,0.071698304,0,1,0
18650,0.042819963,0,0,0
18651,0.051795933,0,1,1
18652,0.043201789,0,0,0
18653,0.046981998,0,0,0
18654,0.062818589,0,1,0
18655,0.058521461,0,1,0
18656,0.060082556,0,1,1
18657,0.035259732,0,0,0
18658,0.060206092,0,1,0
18659,0.063838334,0,1,0
18660,0.044660511,0,0,0
18661,0.055894317,0,1,0
18662,0.04987515,0,0,0
18663,0.046385292,0,0,0
18664,0.062689689,0,1,0
18665,0.043392294,0,0,0
18666,0.053288419,0,1,0
18667,0.068368337,0,1,0
18668,0.038967555,0,0,0
18669,0.060750506,0,1,0
18670,0.057037372,0,1,0
18671,0.059577103,0,1,0
18672,0.047039955,0,0,0
18673,0.044821652,0,0,0
18674,0.046162287,0,0,0
18675,0.053350079,0,1,0
18676,0.050190198,0,1,0
18677,0.032295209,0,0,1
18678,0.057784512,0,1,0
18679,0.068020517,0,1,0
18680,0.041540615,0,0,0
18681,0.065509593,0,1,0
18682,0.034701762,0,0,0
18683,0.066322986,0,1,0
18684,0.065071827,0,1,0
18685,0.044128775,0,0,0
18686,0.055333217,0,1,0
18687,0.065984973,0,1,0
18688,0.047382211,0,0,0
18689,0.054856722,0,1,0
18690,0.050130343,0,1,0
18691,0.031055368,0,0,0
18692,0.070858087,0,1,0
18693,0.043112993,0,0,0
18694,0.053303976,0,1,0
18695,0.045606026,0,0,0
18696,0.041075635,0,0,0
18697,0.005777944,0,0,0
18698,0.047684265,0,0,0
18699,0.055115709,0,1,0
18700,0.027827418,0,0,0
18701,0.036507509,0,0,0
18702,0.06289581,0,1,1
18703,0.060729691,0,1,0
18704,0.046897949,0,0,0
18705,0.034499273,0,0,0
18706,0.061197897,0,1,0
18707,0.063463241,0,1,0
18708,0.049452405,0,0,0
